Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
7541228,Airport (Usborne Sticker Books),Felicity Brooks,"Brooks, Felicity",Dan Crisp,"=""140950736X""","=""9781409507369""",5,4.22,Usborne,Paperback,24,2010,2010,,2015/11/30,,,read,,,,1,0
829579,The Nanny Diaries,Emma McLaughlin,"McLaughlin, Emma",Nicola Kraus,"=""014100892X""","=""9780141008929""",1,3.47,Penguin,Paperback,307,2002,2002,,2015/11/30,,,read,,,,1,0
1709702,Juggling Chainsaws on a Tightrope: On Stress (Real Life Stuff for Men),The Navigators,"Navigators, The",The Navigators,"=""1576838196""","=""9781576838198""",2,2.50,NavPress,Paperback,128,2005,2005,,2015/11/30,,,read,,,,1,0
13838561,Practice Perfect: 42 Rules for Getting Better at Getting Better,Doug Lemov,"Lemov, Doug","Erica Woolway, Katie Yezzi, Dan Heath","=""111821658X""","=""9781118216583""",4,3.81,Jossey-Bass,Hardcover,288,2012,2012,,2015/11/30,,,read,,,,1,0
13838274,"The Together Teacher: Plan Ahead, Get Organized, and Save Time!",Maia Heyck-Merlin,"Heyck-Merlin, Maia",Norman Atkins,"=""111813821X""","=""9781118138212""",4,4.12,Jossey-Bass,Paperback,352,2012,2012,,2015/11/30,,,read,,,,1,0
6952984,I'm Not Cute!,Jonathan Allen,"Allen, Jonathan",,"=""1905417888""","=""9781905417889""",5,3.94,Boxer Books,Board Book,24,2008,2005,,2015/11/30,,,read,,,,1,0
1059440,"Baby Days: Activities, Ideas, and Games for Enjoying Daily Life with a Child Under Three",Barbara Rowley,"Rowley, Barbara",,"=""0786884525""","=""9780786884520""",1,3.28,Balance,Paperback,256,2000,2000,,2015/11/30,,,read,,,,1,0
17209502,Aetna Rising (A Snowball's Chance in Hell),Erik Wecks,"Wecks, Erik",,"=""""","=""""",2,3.41,,Kindle Edition,154,2012,,,2015/11/30,,,read,,,,1,0
8445074,Researching Your Own Practice: The Discipline of Noticing,John   Mason,"Mason, John",,"=""0415248620""","=""9780415248624""",4,4.26,Routledge,Paperback,288,2001,2001,,2015/11/30,,,read,,,,1,0
6531685,Learn Me Good,John  Pearson,"Pearson, John",,"=""""","=""""",1,3.75,lulu.com,Kindle Edition,214,2006,2006,,2015/11/30,,,read,,,,1,0
14619230,Getting the Buggers to Add Up,Mike Ollerton,"Ollerton, Mike",Peter Sykes,"=""1441122397""","=""9781441122391""",3,3.55,Continuum,Paperback,272,2012,2004,,2015/11/30,,,read,,,,1,0
53611,The No-Cry Sleep Solution: Gentle Ways to Help Your Baby Sleep Through the Night,Elizabeth Pantley,"Pantley, Elizabeth",William Sears,"=""0071381392""","=""9780071381390""",4,3.49,McGraw Hill,Paperback,254,2002,2002,,2015/11/30,,,read,,,,1,0
815985,Hippos Go Berserk!,Sandra Boynton,"Boynton, Sandra",,"=""0689834349""","=""9780689834349""",5,4.30,Boynton Bookworks,Board Book,32,2000,1977,,2015/11/30,,,read,,,,1,0
18064060,"Is God Anti-gay?: And Other Questions About Homosexuality, the Bible, and Same-Sex Attraction (Questions Christians Ask)",Sam Allberry,"Allberry, Sam",,"=""1908762314""","=""9781908762313""",3,4.31,The Good Book Company,Paperback,96,2013,2013,,2015/11/30,,,read,,,,1,0
10802114,Commotion In The Ocean Board Book,Giles Andreae,"Andreae, Giles",David Wojtowycz,"=""1408308452""","=""9781408308455""",5,3.97,Orchard,Board book,24,1998,1998,,2015/11/30,,,read,,,,1,0
7743162,"A Memory of Light (Wheel of Time, #14; A Memory of Light, #3)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,"=""1841498726""","=""9781841498720""",4,4.58,Orbit,Hardcover,909,2013,2013,,2015/11/30,,,read,,,,1,0
44137,The Discipline Book: How to Have a Better-Behaved Child From Birth to Age Ten,William Sears,"Sears, William",Martha Sears,"=""0316779032""","=""9780316779036""",3,3.96,"Little, Brown Spark",Paperback,328,1995,1995,,2015/11/30,,,read,,,,1,0
279389,You Are Special: A Story for Everyone,Max Lucado,"Lucado, Max",Sergio Martínez,"=""1859855903""","=""9781859855904""",5,4.46,Candle Books,Hardcover,32,2005,,,2015/11/30,,,read,,,,1,0
836864,The Half Hour Allotment,Lia Leendertz,"Leendertz, Lia",,"=""0711226059""","=""9780711226050""",4,4.06,Frances Lincoln Ltd,Hardcover,160,2006,2006,,2015/11/30,,,read,,,,1,0
15796745,Write,The Guardian,"Guardian, The",,"=""085265328X""","=""9780852653289""",3,3.75,Guardian Books,Hardcover,157,2012,2012,,2015/11/30,,,read,,,,1,0
2872180,365 things to make and do,Fiona Watt,"Watt, Fiona",,"=""0746087926""","=""9780746087923""",1,3.70,Usborne Publishing Ltd,Spiral-bound,128,2007,,,2015/11/30,,,read,,,,1,0
11196436,"Shadow's Edge (Night Angel, #2)",Brent Weeks,"Weeks, Brent",,"=""""","=""""",4,4.25,Hachette Digital,ebook,657,2009,2008,,2015/11/30,,,read,,,,1,0
11634026,"Beyond the Shadows (Night Angel, #3)",Brent Weeks,"Weeks, Brent",,"=""""","=""""",4,4.27,Hachette Digital,ebook,737,2009,2008,,2015/11/30,,,read,,,,1,0
20451878,I Quit Sugar: Your Complete 8-Week Detox Program and Cookbook,Sarah Wilson,"Wilson, Sarah",,"=""1447264282""","=""9781447264286""",3,3.56,Macmillan,Paperback,224,2014,2012,,2015/11/30,,,read,,,,1,0
10338373,The Highly Sensitive Child : Helping Our Children Thrive When the World Overwhelms Them,Elaine N. Aron,"Aron, Elaine N.",,"=""0007163932""","=""9780007163939""",5,3.95,HarperCollins,Paperback,352,2003,2002,,2015/11/30,,,read,,,,1,0
192503,All New Square Foot Gardening,Mel Bartholomew,"Bartholomew, Mel",,"=""1591862027""","=""9781591862024""",4,4.16,Cool Springs Press,Paperback,272,2006,1981,,2015/11/30,,,read,,,,1,0
14312770,Self Sufficiency Manual,Alison Candlin,"Candlin, Alison",,"=""1408156555""","=""9781408156551""",4,4.00,Bloomsbury UK,Paperback,256,2011,2011,,2015/11/30,,,read,,,,1,0
69242,Made to Stick: Why Some Ideas Survive and Others Die,Chip Heath,"Heath, Chip",Dan Heath,"=""1400064287""","=""9781400064281""",4,3.98,Random House,Hardcover,291,2007,2006,,2011/10/27,the-150,the-150 (#7),read,,,,1,0
11138,Mere Christianity,C.S. Lewis,"Lewis, C.S.",,"=""0684823780""","=""9780684823782""",5,4.37,Touchstone Books,Paperback,191,1996,1952,,2011/10/27,the-150,the-150 (#6),read,,,,1,0
64023,Celebration of Discipline: The Path to Spiritual Growth,Richard J. Foster,"Foster, Richard J.",,"=""0060628391""","=""9780060628390""",5,4.21,HarperSanFrancisco,Hardcover,228,1998,1978,,2011/10/27,the-150,the-150 (#5),read,,,,1,0
174845,Life Together: The Classic Exploration of Christian Community,Dietrich Bonhoeffer,"Bonhoeffer, Dietrich",,"=""0060608528""","=""9780060608521""",5,4.28,HarperOne,Paperback,122,1978,1939,,2011/10/27,the-150,the-150 (#4),read,,,,1,0
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.","Francis Ledoux, Maria Skibniewska","=""0618346252""","=""9780618346257""",5,4.41,Houghton Mifflin Harcourt,Paperback,398,2003,1954,,2011/10/27,the-150,the-150 (#3),read,,,,1,0
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",5,4.19,"Little, Brown and Company",Hardcover,309,2008,2008,,2011/10/27,the-150,the-150 (#2),read,,,,1,0
13589149,Every Good Endeavor: Connecting Your Work to God's Plan for the World,Timothy J. Keller,"Keller, Timothy J.",Katherine Leary Alsdorf,"=""0525952705""","=""9780525952701""",4,4.31,Viking,Hardcover,288,2012,2012,2014/10/02,2013/04/15,the-150,the-150 (#1),read,,,,1,0
78129,"Killing Floor (Jack Reacher, #1)",Lee Child,"Child, Lee",,"=""0515141429""","=""9780515141429""",4,4.08,Jove,Mass Market Paperback,474,2006,1997,2014/10/06,2014/10/02,,,read,,,,1,0
18373214,"Cockroaches (Harry Hole, #2)",Jo Nesbø,"Nesbø, Jo",Don Bartlett,"=""""","=""9780345807151""",5,3.73,Vintage Crime/Black Lizard,Paperback,368,2014,1998,,2014/10/02,,,read,,,,1,0
3522419,"Nemesis (Harry Hole, #4)",Jo Nesbø,"Nesbø, Jo",Don Bartlett,"=""0061655503""","=""9780061655500""",4,3.98,Harper,Paperback,480,2009,2002,,2014/10/02,,,read,,,,1,0
498389,"The Devil's Star (Harry Hole, #5)",Jo Nesbø,"Nesbø, Jo",,"=""0099478536""","=""9780099478539""",5,4.06,Vintage,Mass Market Paperback,528,2006,2003,,2014/10/02,,,read,,,,1,0
465226,"The Redbreast (Harry Hole, #3)",Jo Nesbø,"Nesbø, Jo",,"=""184343217X""","=""9781843432173""",5,3.95,Harvill Secker,Paperback,519,2006,2000,,2014/10/02,,,read,,,,1,0
9572203,"The Snowman (Harry Hole, #7)",Jo Nesbø,"Nesbø, Jo",Don Bartlett,"=""0307595862""","=""9780307595867""",4,4.03,Knopf Publishing Group,Mass Market Paperback,383,2011,2007,,2014/10/02,,,read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0060935464""","=""9780060935467""",0,4.26,Harper Perennial Modern Classics ,Paperback,323,2006,1960,,2014/10/02,,,read,,,,1,0
10357575,"1Q84 (1Q84, #1-3)",Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip Gabriel","=""0307593312""","=""9780307593313""",4,3.95,Knopf,Hardcover,944,2011,2009,2014/10/02,2013/04/04,,,read,,,,1,0
8491053,Lifted: Experiencing The Resurrection Life,Sam Allberry,"Allberry, Sam",,"=""184474423X""","=""9781844744237""",4,4.23,IVP,Paperback,144,2010,2010,2014/10/02,2013/04/15,,,read,,,,1,0
12243106,"Running the Maze (Kyle Swanson Sniper, #5)",Jack Coughlin,"Coughlin, Jack",Donald A. Davis,"=""0312554958""","=""9780312554958""",0,4.24,St. Martin's Press,Hardcover,291,2012,2012,2013/04/15,2013/04/13,,,read,,,,1,0
6763293,"Clean Kill (Kyle Swanson Sniper, #3)",Jack Coughlin,"Coughlin, Jack",Donald A. Davis,"=""0312551029""","=""9780312551025""",0,4.17,St. Martin's Press,Hardcover,315,2010,2010,,2013/04/13,,,read,,,,1,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",0,4.22,Crown Publishers,Hardcover,480,2011,2011,,2011/10/27,,,read,,,,1,0
1959583,"Kill Zone (Kyle Swanson Sniper, #1)",Jack Coughlin,"Coughlin, Jack",Donald A. Davis,"=""0312360185""","=""9780312360184""",0,4.07,St. Martin's Press,Hardcover,314,2007,2007,2013/04/13,2013/04/04,,,read,,,,1,0
8253920,"Towers of Midnight (The Wheel of Time, #13)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,"=""0765325942""","=""9780765325945""",0,4.48,Tom Doherty Associates TOR Fantasy,Hardcover,863,2010,2010,,2013/04/13,,,read,,,,1,0
8908,World War Z: An Oral History of the Zombie War,Max Brooks,"Brooks, Max",,"=""0307346609""","=""9780307346605""",4,4.02,Crown,Hardcover,342,2006,2006,,2013/04/04,,,read,,,,1,0
6111959,The Crew,Dougie Brimson,"Brimson, Dougie",,"=""0747275874""","=""9780747275879""",4,3.45,Headline Book Pub Ltd,Paperback,256,2001,1996,,2013/04/04,,,read,,,,1,0
226973,"Hear the Wind Sing (The Rat, #1)",Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""4061860267""","=""9784061860261""",5,3.57,Kodansha International Ltd.,Paperback,130,1979,1979,,2013/04/04,,,read,,,,1,0
168668,Catch-22,Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",1,3.99,Simon & Schuster ,Paperback,453,2004,1961,,2011/10/27,,,read,,,,1,0
123543,"The Bourne Legacy (Jason Bourne, #4)",Eric Van Lustbader,"Lustbader, Eric Van",Robert Ludlum,"=""0312999526""","=""9780312999520""",5,3.90,St. Martin's Paperbacks,Mass Market Paperback,597,2005,1995,,2011/10/27,,,read,,,,1,0
7869,"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,"Ludlum, Robert",,"=""0752864327""","=""9780752864327""",5,4.05,Orion,Paperback,566,2005,1980,,2011/10/27,,,read,,,,1,0
19691,"The Hunt for Red October (Jack Ryan, #3)",Tom Clancy,"Clancy, Tom",,"=""0425172902""","=""9780425172902""",5,4.12,Berkley Trade,Mass Market Paperback,432,1999,1984,,2011/10/27,,,read,,,,1,0
7677,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",Daniel Yagolkolwski,"=""030734813X""","=""9780307348135""",5,4.13,Debolsillo,Mass Market Paperback,467,2006,1990,,2011/10/27,,,read,,,,1,0
234225,Dune (Dune #1),Frank Herbert,"Herbert, Frank",,"=""0340839937""","=""9780340839935""",3,4.29,Hodder,Paperback,604,2006,1965,,2011/10/27,,,read,,,,1,0
11,"The Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",3,4.22,Del Rey Books,Mass Market Paperback,216,2005,1979,,2011/10/27,,,read,,,,1,0
375802,"Ender’s Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0812550706""","=""9780812550702""",5,4.31,Tor,Mass Market Paperback,324,2004,1985,,2011/10/27,,,read,,,,1,0
771,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,"Greene, Brian",,"=""0375708111""","=""9780375708114""",1,4.10,Vintage Books USA,Paperback,425,2000,1999,,2011/10/27,,,read,,,,1,0
2251306,"Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School (Book & DVD)",John Medina,"Medina, John",,"=""0979777704""","=""9780979777707""",5,4.01,Pear Press,Hardcover,301,2008,2008,,2011/10/27,,,read,,,,1,0
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm","Barry Fox, Irina Henegar","=""0316010669""","=""9780316010665""",4,3.96,Back Bay Books,Paperback,296,2007,2005,,2011/10/27,,,read,,,,1,0
3427627,slide:ology: The Art and Science of Creating Great Presentations,Nancy Duarte,"Duarte, Nancy",,"=""0596522347""","=""9780596522346""",5,4.07,O'Reilly Media,Paperback,294,2008,2008,,2011/10/27,,,read,,,,1,0
2420301,The Back of the Napkin: Solving Problems and Selling Ideas with Pictures,Dan Roam,"Roam, Dan",,"=""1591841992""","=""9781591841999""",4,3.96,Portfolio Hardcover,Hardcover,278,2008,2008,,2011/10/27,,,read,,,,1,0
1908456,Presentation Zen: Simple Ideas on Presentation Design and Delivery,Garr Reynolds,"Reynolds, Garr",,"=""0321525655""","=""9780321525659""",5,4.05,New Riders,Paperback,229,2008,2007,,2011/10/27,,,read,,,,1,0
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,"Gladwell, Malcolm",,"=""""","=""""",3,4.01,Time Warner Book Group,Paperback,301,2002,2000,,2011/10/27,,,read,,,,1,0
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0061234001""","=""9780061234002""",4,4.01,William Morrow,Hardcover,268,2006,2005,,2011/10/27,,,read,,,,1,0
48855,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Eleanor Roosevelt, Susan Massotty, Γιάννης Θωμόπουλος, Barbara Mooyaart-Doubleday, Otto H. Frank, Mirjam Pressler","=""""","=""""",3,4.20,Bantam,Mass Market Paperback,283,1993,1947,,2011/10/27,,,read,,,,1,0
138398,"The Walking Dead, Vol. 1: Days Gone Bye",Robert Kirkman,"Kirkman, Robert",Tony Moore,"=""1582406723""","=""9781582406725""",5,4.27,Image Comics,Paperback,144,2013,2004,,2011/10/27,,,read,,,,1,0
472331,Watchmen,Alan             Moore,"Moore, Alan","Dave Gibbons, John    Higgins","=""0930289234""","=""9780930289232""",3,4.39,DC Comics,Paperback,416,2005,1987,,2011/10/27,,,read,,,,1,0
7613,Animal Farm,George Orwell,"Orwell, George","Ann Patchett, Téa Obreht","=""""","=""""",3,4.02,Plume,Paperback,129,2003,1945,,2011/10/27,,,read,,,,1,0
14201,Jonathan Strange & Mr Norrell,Susanna Clarke,"Clarke, Susanna",,"=""""","=""""",4,3.87,Tor Books,Paperback,1006,2006,2004,,2011/10/27,,,read,,,,1,0
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""""","=""""",5,4.25,William Morrow Paperbacks,Mass Market Paperback,491,2006,1990,,2011/10/27,,,read,,,,1,0
4407,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",5,4.10,Headline Review,Paperback,635,2005,2001,,2011/10/27,,,read,,,,1,0
113436,Eragon (The Inheritance Cycle #1),Christopher Paolini,"Paolini, Christopher",,"=""0375826696""","=""9780375826696""",3,3.97,Alfred A. Knopf,Paperback,503,2005,2002,,2011/10/27,,,read,,,,1,0
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",,"=""0679879242""","=""9780679879244""",4,4.03,RANDOM HOUSE TRADE,Hardcover,399,1996,1995,,2011/10/27,,,read,,,,1,0
140225,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""006112527X""","=""9780061125270""",5,4.09,HarperCollins,Hardcover,248,2006,1952,,2011/10/27,,,read,,,,1,0
233649,"The Great Hunt (The Wheel of Time, #2)",Robert Jordan,"Jordan, Robert",,"=""0812517725""","=""9780812517729""",5,4.27,Tor Books,Mass Market Paperback,705,1991,1990,,2011/10/27,,,read,,,,1,0
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",4,4.30,Houghton Mifflin,Paperback,366,2002,1937,,2011/10/27,,,read,,,,1,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""0439554934""","=""9780439554930""",5,4.47,Scholastic Inc,Hardcover,309,2003,1997,,2011/10/27,,,read,,,,1,0
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",4,4.46,Riverhead Books,Hardcover,372,2007,2007,,2011/10/27,,,read,,,,1,0
2429135,"The Girl With the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0670069019""","=""9780670069019""",5,4.18,Viking Canada,Hardcover,480,2008,2005,,2011/10/27,,,read,,,,1,0
4214,Life of Pi,Yann Martel,"Martel, Yann",,"=""0770430074""","=""9780770430078""",1,3.94,Seal Books,Paperback,460,2006,2001,,2011/10/27,,,read,,,,1,0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""159463193X""","=""9781594631931""",4,4.36,Riverhead Books,Paperback,371,2004,2003,,2011/10/27,,,read,,,,1,0
14050,The Time Traveler's Wife,Audrey Niffenegger,"Niffenegger, Audrey",,"=""0965818675""","=""9780965818674""",4,4.00,MacAdam/Cage,Paperback,537,2003,2003,,2011/10/27,,,read,,,,1,0
7214,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,"Miller, Donald",,"=""0785263705""","=""9780785263708""",4,3.90,Thomas Nelson Publishers (17 July 2003),Paperback,243,2003,2003,,2011/10/27,,,read,,,,1,0
100915,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.","Tormod Haugen, Per Svein Paulsen","=""""","=""""",5,4.24,HarperCollins Publishers,Paperback,206,2005,1950,,2011/10/27,,,read,,,,1,0
53856,Real Sex: The Naked Truth about Chastity,Lauren F. Winner,"Winner, Lauren F.",,"=""1587431971""","=""9781587431975""",5,3.88,Brazos Press,Paperback,184,2006,2005,,2011/10/27,,,read,,,,1,0
87665,Orthodoxy,G.K. Chesterton,"Chesterton, G.K.",,"=""160096527X""","=""9781600965272""",3,4.20,Waking Lion Press,Paperback,168,2007,1908,,2011/10/27,,,read,,,,1,0
33333,Searching for God Knows What,Donald Miller,"Miller, Donald",,"=""0785263713""","=""9780785263715""",3,3.91,Thomas Nelson,Paperback,246,2004,2000,,2011/10/27,,,read,,,,1,0
64081,The Irresistible Revolution: Living as an Ordinary Radical,Shane Claiborne,"Claiborne, Shane",Jim Wallis,"=""0310266300""","=""9780310266303""",4,4.04,Zondervan,Paperback,368,2006,2006,,2011/10/27,,,read,,,,1,0
1812457,The Shack,William Paul Young,"Young, William Paul",,"=""0964729237""","=""9780964729230""",3,3.84,Windblown Media,Paperback,248,2007,2007,,2011/10/27,,,read,,,,1,0
11149,The Screwtape Letters,C.S. Lewis,"Lewis, C.S.",,"=""0060652896""","=""9780060652890""",5,4.27,HarperCollins,Hardcover,209,2001,1942,,2011/10/27,,,read,,,,1,0
